자전거ID,출발시각,열2,열1,도착시각,출발보관대,도착보관대,사용시간,출발지,도착지
GJA-0123,20200705183248 ,20200705,183248,20200705193803 ,D-0022,D-0019,10555,상무역 5번 출구 앞,메이루즈 앞
GJA-0062,20200705183408 ,20200705,183408,20200705193745 ,D-0000,D-0019,10337,광주시 111,메이루즈 앞
GJA-0065,20200705184126 ,20200705,184126,20200705195213 ,D-0031,D-0025,11087,상무시민공원1,계수초교 앞
GJA-0003,20200705185646 ,20200705,185646,20200705215345 ,D-0031,D-0025,29699,상무시민공원1,계수초교 앞
GJA-0111,20200705190357 ,20200705,190357,20200705202834 ,D-0043,D-0031,12477,상무시민공원 화장실 입구,상무시민공원1
GJA-0057,20200705191457 ,20200705,191457,20200705201147 ,D-0039,D-0040,9690,김대중컨벤션센터1,김대중컨벤션센타2
GJA-0001,20200705191527 ,20200705,191527,20200705201130 ,D-0039,D-0040,9603,김대중컨벤션센터1,김대중컨벤션센타2
GJA-0180,20200705192239 ,20200705,192239,20200705192821 ,D-0000,D-0034,582,광주시 111,치평동주민센터
GJA-0027,20200705192456 ,20200705,192456,20200705192741 ,D-0020,D-0022,285,교보문고 앞,상무역 5번 출구 앞
GJA-0090,20200705193300 ,20200705,193300,20200705203431 ,D-0043,D-0014,10131,상무시민공원 화장실 입구,의회동 앞
GJA-0113,20200705193600 ,20200705,193600,20200705194236 ,D-0022,D-0020,636,상무역 5번 출구 앞,교보문고 앞
GJA-0094,20200705193736 ,20200705,193736,20200705195612 ,D-0020,D-0034,1876,교보문고 앞,치평동주민센터
GJA-0167,20200705193750 ,20200705,193750,20200705194803 ,D-0020,D-0041,1053,교보문고 앞,금호쌍용아파트 202동 앞
GJA-0091,20200705194906 ,20200705,194906,20200705201409 ,D-0009,D-0010,6503,쉐보레 앞,자생한방병원
GJA-0100,20200705195547 ,20200705,195547,20200705202238 ,D-0012,D-0022,6691,롯데마트 앞,상무역 5번 출구 앞
GJA-0099,20200705195600 ,20200705,195600,20200705201729 ,D-0004,D-0049,6129,시청 앞,로잔티움 오피스텔 앞
GJA-0073,20200705200210 ,20200705,200210,20200705202618 ,D-0033,D-0034,2408,상무골프연습장 앞,치평동주민센터
GJA-0167,20200705200619 ,20200705,200619,20200705201049 ,D-0041,D-0021,430,금호쌍용아파트 202동 앞,유안타증권 앞
GJA-0163,20200705201321 ,20200705,201321,20200705203102 ,D-0020,D-0014,1781,교보문고 앞,의회동 앞
GJA-0167,20200705201428 ,20200705,201428,20200705203201 ,D-0021,D-0015,1773,유안타증권 앞,한국은행 앞
GJA-0080,20200705202042 ,20200705,202042,20200705214528 ,D-0014,D-0034,12486,의회동 앞,치평동주민센터
GJA-0180,20200705205759 ,20200705,205759,20200705210334 ,D-0034,D-0039,4575,치평동주민센터,김대중컨벤션센터1
GJA-0190,20200705230115 ,20200705,230115,20200705230508 ,D-0013,D-0000,393,현대해상 앞,광주시 111
GJA-0180,20200706083424 ,20200706,83424,20200706084235 ,D-0039,D-0022,811,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0142,20200706090649 ,20200706,90649,20200706091654 ,D-0015,D-0022,1005,한국은행 앞,상무역 5번 출구 앞
GJA-0117,20200706091042 ,20200706,91042,20200706092102 ,D-0004,D-0012,1060,시청 앞,롯데마트 앞
GJA-0105,20200706093227 ,20200706,93227,20200706094313 ,D-0039,D-0022,1086,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0148,20200706093240 ,20200706,93240,20200706094546 ,D-0035,D-0018,1306,치평초교 앞,아웃백스테이크 앞
GJA-0117,20200706094006 ,20200706,94006,20200706095012 ,D-0012,D-0022,1006,롯데마트 앞,상무역 5번 출구 앞
GJA-0074,20200706111546 ,20200706,111546,20200706114556 ,D-0004,D-0027,3010,시청 앞,금호대우아파트 앞
GJA-0189,20200706124532 ,20200706,124532,20200706125356 ,D-0006,D-0013,824,우체국 건너편,현대해상 앞
GJA-0063,20200706125541 ,20200706,125541,20200706131323 ,D-0046,D-0044,5782,마륵역 앞,상무시민공원 버스승강장
GJA-0074,20200706141312 ,20200706,141312,20200706142155 ,D-0027,D-0004,843,금호대우아파트 앞,시청 앞
GJA-0036,20200706141339 ,20200706,141339,20200706142151 ,D-0027,D-0004,812,금호대우아파트 앞,시청 앞
GJA-0074,20200706144347 ,20200706,144347,20200706145525 ,D-0004,D-0027,1178,시청 앞,금호대우아파트 앞
GJA-0026,20200706144741 ,20200706,144741,20200706153109 ,D-0027,D-0031,8368,금호대우아파트 앞,상무시민공원1
GJA-0133,20200706144801 ,20200706,144801,20200706145533 ,D-0017,D-0027,732,센트럴시티 앞,금호대우아파트 앞
GJA-0132,20200706145403 ,20200706,145403,20200706155016 ,D-0031,D-0034,9613,상무시민공원1,치평동주민센터
GJA-0103,20200706152420 ,20200706,152420,20200706154812 ,D-0027,D-0031,2392,금호대우아파트 앞,상무시민공원1
GJA-0028,20200706153352 ,20200706,153352,20200706154134 ,D-0039,D-0020,782,김대중컨벤션센터1,교보문고 앞
GJA-0183,20200706153917 ,20200706,153917,20200706161235 ,D-0037,D-0019,7318,해오리어린이공원 입구,메이루즈 앞
GJA-0114,20200706154206 ,20200706,154206,20200706155612 ,D-0012,D-0006,1406,롯데마트 앞,우체국 건너편
GJA-0177,20200706173634 ,20200706,173634,20200706195244 ,D-0020,D-0036,21610,교보문고 앞,해오리어린이공원 옆
GJA-0133,20200706175804 ,20200706,175804,20200706191400 ,D-0027,D-0029,15596,금호대우아파트 앞,현대아파트 옆
GJA-0149,20200706180448 ,20200706,180448,20200706182106 ,D-0017,D-0022,1658,센트럴시티 앞,상무역 5번 출구 앞
GJA-0186,20200706180857 ,20200706,180857,20200706184827 ,D-0007,D-0029,3970,KBS 앞,현대아파트 옆
GJA-0073,20200706181322 ,20200706,181322,20200706190433 ,D-0034,D-0035,9111,치평동주민센터,치평초교 앞
GJA-0161,20200706181748 ,20200706,181748,20200706183128 ,D-0013,D-0034,1380,현대해상 앞,치평동주민센터
GJA-0021,20200706182005 ,20200706,182005,20200706184832 ,D-0014,D-0013,2827,의회동 앞,현대해상 앞
GJA-0099,20200706190032 ,20200706,190032,20200706194411 ,D-0049,D-0007,4379,로잔티움 오피스텔 앞,KBS 앞
GJA-0171,20200706190123 ,20200706,190123,20200706191037 ,D-0014,D-0018,914,의회동 앞,아웃백스테이크 앞
GJA-0166,20200706190340 ,20200706,190340,20200706191040 ,D-0035,D-0021,700,치평초교 앞,유안타증권 앞
GJA-0110,20200706190858 ,20200706,190858,20200706194344 ,D-0015,D-0014,3486,한국은행 앞,의회동 앞
GJA-0194,20200706192205 ,20200706,192205,20200706203536 ,D-0012,D-0018,11331,롯데마트 앞,아웃백스테이크 앞
GJA-0075,20200706194758 ,20200706,194758,20200706202900 ,D-0022,D-0031,8142,상무역 5번 출구 앞,상무시민공원1
GJA-0057,20200706195316 ,20200706,195316,20200706200815 ,D-0040,D-0039,5499,김대중컨벤션센타2,김대중컨벤션센터1
GJA-0121,20200706200249 ,20200706,200249,20200706201516 ,D-0018,D-0019,1267,아웃백스테이크 앞,메이루즈 앞
GJA-0082,20200706200405 ,20200706,200405,20200706201231 ,D-0022,D-0039,826,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0052,20200706201718 ,20200706,201718,20200706202909 ,D-0004,D-0031,1191,시청 앞,상무시민공원1
GJA-0073,20200706203411 ,20200706,203411,20200706205907 ,D-0035,D-0022,2496,치평초교 앞,상무역 5번 출구 앞
GJA-0181,20200706204004 ,20200706,204004,20200706205636 ,D-0012,D-0014,1632,롯데마트 앞,의회동 앞
GJA-0034,20200706204222 ,20200706,204222,20200706204751 ,D-0000,D-0006,529,광주시 111,우체국 건너편
GJA-0158,20200706205158 ,20200706,205158,20200706215721 ,D-0006,D-0014,10563,우체국 건너편,의회동 앞
GJA-0032,20200706205206 ,20200706,205206,20200706215730 ,D-0006,D-0014,10524,우체국 건너편,의회동 앞
GJA-0028,20200706205740 ,20200706,205740,20200706221137 ,D-0020,D-0041,15397,교보문고 앞,금호쌍용아파트 202동 앞
GJA-0069,20200707071038 ,20200707,71038,20200707071835 ,D-0026,D-0022,797,한국투자증권 앞,상무역 5번 출구 앞
GJA-0161,20200707080118 ,20200707,80118,20200707081401 ,D-0034,D-0009,1283,치평동주민센터,쉐보레 앞
GJA-0082,20200707082828 ,20200707,82828,20200707083412 ,D-0039,D-0022,584,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0021,20200707083642 ,20200707,83642,20200707084359 ,D-0013,D-0014,717,현대해상 앞,의회동 앞
GJA-0111,20200707090509 ,20200707,90509,20200707091344 ,D-0031,D-0019,835,상무시민공원1,메이루즈 앞
GJA-0138,20200707091325 ,20200707,91325,20200707102938 ,D-0039,D-0035,11613,김대중컨벤션센터1,치평초교 앞
GJA-0177,20200707092353 ,20200707,92353,20200707092959 ,D-0036,D-0020,606,해오리어린이공원 옆,교보문고 앞
GJA-0106,20200707093451 ,20200707,93451,20200707094130 ,D-0035,D-0020,679,치평초교 앞,교보문고 앞
GJA-0188,20200707093758 ,20200707,93758,20200707094505 ,D-0048,D-0019,747,중흥s클래스 앞,메이루즈 앞
GJA-0114,20200707103759 ,20200707,103759,20200707104833 ,D-0006,D-0013,1074,우체국 건너편,현대해상 앞
GJA-0111,20200707112143 ,20200707,112143,20200707113836 ,D-0019,D-0018,1693,메이루즈 앞,아웃백스테이크 앞
GJA-0125,20200707115516 ,20200707,115516,20200707120011 ,D-0007,D-0009,4495,KBS 앞,쉐보레 앞
GJA-0196,20200707115751 ,20200707,115751,20200707120157 ,D-0019,D-0013,4406,메이루즈 앞,현대해상 앞
GJA-0038,20200707121214 ,20200707,121214,20200707121633 ,D-0009,D-0007,419,쉐보레 앞,KBS 앞
GJA-0074,20200707122808 ,20200707,122808,20200707123848 ,D-0027,D-0022,1040,금호대우아파트 앞,상무역 5번 출구 앞
GJA-0178,20200707123521 ,20200707,123521,20200707132239 ,D-0014,D-0009,8718,의회동 앞,쉐보레 앞
GJA-0086,20200707124103 ,20200707,124103,20200707135734 ,D-0027,D-0031,11631,금호대우아파트 앞,상무시민공원1
GJA-0065,20200707124133 ,20200707,124133,20200707144634 ,D-0025,D-0031,20501,계수초교 앞,상무시민공원1
GJA-0141,20200707131303 ,20200707,131303,20200707144752 ,D-0039,D-0026,13449,김대중컨벤션센터1,한국투자증권 앞
GJA-0123,20200707135151 ,20200707,135151,20200707143344 ,D-0019,D-0004,8193,메이루즈 앞,시청 앞
GJA-0074,20200707141753 ,20200707,141753,20200707142749 ,D-0022,D-0015,996,상무역 5번 출구 앞,한국은행 앞
GJA-0141,20200707144835 ,20200707,144835,20200707152326 ,D-0026,D-0040,7491,한국투자증권 앞,김대중컨벤션센타2
GJA-0037,20200707145145 ,20200707,145145,20200707160815 ,D-0009,D-0007,15670,쉐보레 앞,KBS 앞
GJA-0125,20200707145621 ,20200707,145621,20200707160826 ,D-0009,D-0007,15205,쉐보레 앞,KBS 앞
GJA-0119,20200707145651 ,20200707,145651,20200707160809 ,D-0009,D-0007,15158,쉐보레 앞,KBS 앞
GJA-0187,20200707151341 ,20200707,151341,20200707155836 ,D-0015,D-0014,4495,한국은행 앞,의회동 앞
GJA-0057,20200707151523 ,20200707,151523,20200707155736 ,D-0039,D-0034,4213,김대중컨벤션센터1,치평동주민센터
GJA-0168,20200707154104 ,20200707,154104,20200707155802 ,D-0022,D-0027,1698,상무역 5번 출구 앞,금호대우아파트 앞
GJA-0136,20200707160425 ,20200707,160425,20200707161023 ,D-0020,D-0034,598,교보문고 앞,치평동주민센터
GJA-0142,20200707163045 ,20200707,163045,20200707175255 ,D-0039,D-0034,12210,김대중컨벤션센터1,치평동주민센터
GJA-0138,20200707163714 ,20200707,163714,20200707171838 ,D-0035,D-0037,8124,치평초교 앞,해오리어린이공원 입구
GJA-0097,20200707164235 ,20200707,164235,20200707170539 ,D-0039,D-0020,6304,김대중컨벤션센터1,교보문고 앞
GJA-0171,20200707164639 ,20200707,164639,20200707174247 ,D-0018,D-0020,9608,아웃백스테이크 앞,교보문고 앞
GJA-0022,20200707165735 ,20200707,165735,20200707174148 ,D-0025,D-0031,8413,계수초교 앞,상무시민공원1
GJA-0102,20200707173157 ,20200707,173157,20200707175852 ,D-0018,D-0022,2695,아웃백스테이크 앞,상무역 5번 출구 앞
GJA-0132,20200707174127 ,20200707,174127,20200707181359 ,D-0034,D-0006,7232,치평동주민센터,우체국 건너편
GJA-0077,20200707174744 ,20200707,174744,20200707175512 ,D-0023,D-0039,768,sm 미 성형외과 앞,김대중컨벤션센터1
GJA-0099,20200707175230 ,20200707,175230,20200707175746 ,D-0007,D-0049,516,KBS 앞,로잔티움 오피스텔 앞
GJA-0055,20200707175402 ,20200707,175402,20200707183805 ,D-0034,D-0027,8403,치평동주민센터,금호대우아파트 앞
GJA-0192,20200707180512 ,20200707,180512,20200707205310 ,D-0039,D-0010,24798,김대중컨벤션센터1,자생한방병원
GJA-0062,20200707180548 ,20200707,180548,20200707182424 ,D-0019,D-0022,1876,메이루즈 앞,상무역 5번 출구 앞
GJA-0129,20200707180855 ,20200707,180855,20200707183329 ,D-0000,D-0036,2474,광주시 111,해오리어린이공원 옆
GJA-0109,20200707181032 ,20200707,181032,20200707181947 ,D-0013,D-0031,915,현대해상 앞,상무시민공원1
GJA-0079,20200707181351 ,20200707,181351,20200707182736 ,D-0020,D-0014,1385,교보문고 앞,의회동 앞
GJA-0179,20200707182106 ,20200707,182106,20200707184114 ,D-0009,D-0029,2008,쉐보레 앞,현대아파트 옆
GJA-0160,20200707182112 ,20200707,182112,20200707184111 ,D-0009,D-0029,1999,쉐보레 앞,현대아파트 옆
GJA-0121,20200707182216 ,20200707,182216,20200707183722 ,D-0019,D-0034,1506,메이루즈 앞,치평동주민센터
GJA-0001,20200707182802 ,20200707,182802,20200707192212 ,D-0040,D-0043,9410,김대중컨벤션센타2,상무시민공원 화장실 입구
GJA-0126,20200707183159 ,20200707,183159,20200707185152 ,D-0009,D-0012,1993,쉐보레 앞,롯데마트 앞
GJA-0102,20200707183706 ,20200707,183706,20200708090443 ,D-0022,D-0024,906737,상무역 5번 출구 앞,세정아울렛 앞
GJA-0200,20200707185716 ,20200707,185716,20200707190455 ,D-0020,D-0022,4739,교보문고 앞,상무역 5번 출구 앞
GJA-0040,20200707185858 ,20200707,185858,20200707194535 ,D-0031,D-0034,8677,상무시민공원1,치평동주민센터
GJA-0086,20200707185919 ,20200707,185919,20200707194527 ,D-0031,D-0034,8608,상무시민공원1,치평동주민센터
GJA-0172,20200707190212 ,20200707,190212,20200707212648 ,D-0017,D-0004,22436,센트럴시티 앞,시청 앞
GJA-0098,20200707190640 ,20200707,190640,20200707192157 ,D-0055,D-0029,1517,공연마루 입구,현대아파트 옆
GJA-0171,20200707190732 ,20200707,190732,20200707192230 ,D-0020,D-0026,1498,교보문고 앞,한국투자증권 앞
GJA-0036,20200707191354 ,20200707,191354,20200707201943 ,D-0004,D-0014,10589,시청 앞,의회동 앞
GJA-0176,20200707192344 ,20200707,192344,20200707211749 ,D-0015,D-0014,19405,한국은행 앞,의회동 앞
GJA-0106,20200707192707 ,20200707,192707,20200707194110 ,D-0020,D-0018,1403,교보문고 앞,아웃백스테이크 앞
GJA-0171,20200707192725 ,20200707,192725,20200707193853 ,D-0026,D-0018,1128,한국투자증권 앞,아웃백스테이크 앞
GJA-0058,20200707193501 ,20200707,193501,20200708091343 ,D-0009,D-0015,897842,쉐보레 앞,한국은행 앞
GJA-0178,20200707193657 ,20200707,193657,20200708091952 ,D-0009,D-0012,898295,쉐보레 앞,롯데마트 앞
GJA-0093,20200707193716 ,20200707,193716,20200707201011 ,D-0020,D-0014,7295,교보문고 앞,의회동 앞
GJA-0080,20200707200346 ,20200707,200346,20200707202240 ,D-0034,D-0031,1894,치평동주민센터,상무시민공원1
GJA-0113,20200707200624 ,20200707,200624,20200707201335 ,D-0020,D-0018,711,교보문고 앞,아웃백스테이크 앞
GJA-0071,20200707200936 ,20200707,200936,20200707223048 ,D-0034,D-0029,22112,치평동주민센터,현대아파트 옆
GJA-0158,20200707201006 ,20200707,201006,20200707223736 ,D-0014,D-0004,22730,의회동 앞,시청 앞
GJA-0076,20200707201139 ,20200707,201139,20200707211159 ,D-0014,D-0044,10020,의회동 앞,상무시민공원 버스승강장
GJA-0099,20200707201502 ,20200707,201502,20200707215608 ,D-0049,D-0017,14106,로잔티움 오피스텔 앞,센트럴시티 앞
GJA-0163,20200707201544 ,20200707,201544,20200707211138 ,D-0014,D-0044,9594,의회동 앞,상무시민공원 버스승강장
GJA-0164,20200707204406 ,20200707,204406,20200707210641 ,D-0022,D-0036,6235,상무역 5번 출구 앞,해오리어린이공원 옆
GJA-0168,20200707205525 ,20200707,205525,20200707222700 ,D-0027,D-0014,17175,금호대우아파트 앞,의회동 앞
GJA-0142,20200708090121 ,20200708,90121,20200708094234 ,D-0034,D-0006,4113,치평동주민센터,우체국 건너편
GJA-0067,20200708090220 ,20200708,90220,20200708110634 ,D-0022,D-0009,20414,상무역 5번 출구 앞,쉐보레 앞
GJA-0112,20200708090657 ,20200708,90657,20200708101653 ,D-0039,D-0035,10996,김대중컨벤션센터1,치평초교 앞
GJA-0053,20200708091517 ,20200708,91517,20200708110630 ,D-0022,D-0009,19113,상무역 5번 출구 앞,쉐보레 앞
GJA-0024,20200708092248 ,20200708,92248,20200708093013 ,D-0012,D-0022,765,롯데마트 앞,상무역 5번 출구 앞
GJA-0037,20200708092349 ,20200708,92349,20200708095127 ,D-0007,D-0022,2778,KBS 앞,상무역 5번 출구 앞
GJA-0024,20200708093037 ,20200708,93037,20200708093544 ,D-0022,D-0020,507,상무역 5번 출구 앞,교보문고 앞
GJA-0160,20200708093324 ,20200708,93324,20200708094422 ,D-0029,D-0006,1098,현대아파트 옆,우체국 건너편
GJA-0189,20200708093636 ,20200708,93636,20200708094528 ,D-0013,D-0020,892,현대해상 앞,교보문고 앞
GJA-0161,20200708094518 ,20200708,94518,20200708095501 ,D-0009,D-0018,983,쉐보레 앞,아웃백스테이크 앞
GJA-0099,20200708094630 ,20200708,94630,20200708095351 ,D-0017,D-0009,721,센트럴시티 앞,쉐보레 앞
GJA-0127,20200708100502 ,20200708,100502,20200708100919 ,D-0007,D-0017,417,KBS 앞,센트럴시티 앞
GJA-0073,20200708101514 ,20200708,101514,20200708104929 ,D-0022,D-0027,3415,상무역 5번 출구 앞,금호대우아파트 앞
GJA-0121,20200708103052 ,20200708,103052,20200708103924 ,D-0034,D-0027,872,치평동주민센터,금호대우아파트 앞
GJA-0176,20200708115057 ,20200708,115057,20200708133637 ,D-0014,D-0015,18580,의회동 앞,한국은행 앞
GJA-0187,20200708115106 ,20200708,115106,20200708125428 ,D-0014,D-0056,10322,의회동 앞,코앤영의원 앞
GJA-0168,20200708115153 ,20200708,115153,20200708125443 ,D-0014,D-0056,10290,의회동 앞,코앤영의원 앞
GJA-0073,20200708121239 ,20200708,121239,20200708125700 ,D-0027,D-0026,4461,금호대우아파트 앞,한국투자증권 앞
GJA-0175,20200708121817 ,20200708,121817,20200708122500 ,D-0022,D-0039,683,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0132,20200708122103 ,20200708,122103,20200708122550 ,D-0006,D-0036,447,우체국 건너편,해오리어린이공원 옆
