가상번호,분류,제목,등록일자,처리상태
24832,건설ㆍ교통,이른아침 공사장소음 (1),작성일시 : 2021/07/19,답변완료
,,,,(처리완료)
24831,건설ㆍ교통,오토바이소음관련,작성일시 : 2021/07/19,답변완료
,,,,(처리중)
24830,환경ㆍ청소,소음,작성일시 : 2021/07/18,답변완료
,,,,(처리완료)
24828,보건ㆍ복지,마스크미착용 단속요망 (1),작성일시 : 2021/07/17,답변완료
,,,,(처리완료)
24827,기타,업주 마스크미착용신고,작성일시 : 2021/07/17,답변완료
,,,,(처리완료)
24826,도시ㆍ건축,문의합니다,작성일시 : 2021/07/17,답변완료
,,,,(처리완료)
24825,도시ㆍ건축,입대의 비대면 회의 부당 (1),작성일시 : 2021/07/17,답변완료
,,,,(처리완료)
24824,환경ㆍ청소,마트 실외기 소음,작성일시 : 2021/07/17,답변완료
,,,,(처리중)
24823,보건ㆍ복지,12시 이후 홀영업금지이지만 (1),작성일시 : 2021/07/17,답변완료
,,,,(처리완료)
24822,도시ㆍ건축,입대의 파행 지도 요청,작성일시 : 2021/07/16,답변완료
,,,,(처리완료)
24821,환경ㆍ청소,생쌀 버릴경우,작성일시 : 2021/07/16,답변완료
,,,,(처리완료)
24818,기타,어린이 보호구역에서,작성일시 : 2021/07/16,답변완료
,,,,(처리중)
24814,환경ㆍ청소,소음 문제 해결 바랍니다.,작성일시 : 2021/07/16,답변완료
,,,,(처리완료)
24809,공원ㆍ체육,스피커 音 (1),작성일시 : 2021/07/16,답변완료
,,,,(처리중)
24808,환경ㆍ청소,소음 좀 어떻게 해주세요,작성일시 : 2021/07/16,답변완료
,,,,(처리완료)
24807,기타,국유지 무단점유 신고합니다 (1),작성일시 : 2021/07/16,답변완료
,,,,(처리중)
24806,도시ㆍ건축,산수동 광신프로그레스 땅이 맞습니까?,작성일시 : 2021/07/16,답변완료
,,,,(처리중)
24805,기타,154-45번지입니다. 왜 내 민원엔 답변이 없나요?,작성일시 : 2021/07/16,답변완료
,,,,(처리완료)
24804,도시ㆍ건축,선관위 소집공고,작성일시 : 2021/07/15,답변완료
,,,,(처리완료)
24800,보건ㆍ복지,식당위생,작성일시 : 2021/07/15,답변완료
,,,,(처리중)
24797,도시ㆍ건축,백서로 보행자 도로개선 완료된게 이건가요?,작성일시 : 2021/07/15,답변완료
,,,,(처리중)
24791,공원ㆍ체육,푸른마을 공동체.다목적실 사용 (3),작성일시 : 2021/07/14,답변완료
,,,,(처리완료)
24788,건설ㆍ교통,꼬리물기 단속 부탁드립니다 (1),작성일시 : 2021/07/14,답변완료
,,,,(처리완료)
24787,건설ㆍ교통,주민우선주차장 및 도로 불법점유물,작성일시 : 2021/07/14,답변완료
,,,,(처리완료)
24785,건설ㆍ교통,불법주차,작성일시 : 2021/07/14,답변완료
,,,,(처리완료)
24783,기타,지적재조사 민원 8 (2),작성일시 : 2021/07/14,답변완료
,,,,(중장기시행)
24782,기타,지적재조사 민원 7,작성일시 : 2021/07/14,답변완료
,,,,(중장기시행)
24781,건설ㆍ교통,동명로14번길 불법주차 단속 요청 (2),작성일시 : 2021/07/14,답변완료
,,,,(처리완료)
24777,도시ㆍ건축,인도적치물로인한통행장애,작성일시 : 2021/07/14,답변완료
,,,,(처리중)
24776,공원ㆍ체육,5.18민주광장 분수대 주변 화분 사고처리는 언제쯤,작성일시 : 2021/07/14,답변완료
,,,,(처리완료)
24771,건설ㆍ교통,표지판 제보,작성일시 : 2021/07/13,답변완료
,,,,(처리완료)
24764,문화ㆍ경제,쓰레기봉투 판매점,작성일시 : 2021/07/13,답변완료
,,,,(처리완료)
24762,도시ㆍ건축,우천시 옹벽 위 토사흘러내림,작성일시 : 2021/07/13,답변완료
,,,,(처리중)
24759,기타,마트 소음,작성일시 : 2021/07/13,답변완료
,,,,(처리완료)
24756,건설ㆍ교통,불법주차로 힘듭니다,작성일시 : 2021/07/13,답변완료
,,,,(처리완료)
24755,건설ㆍ교통,웨딩의 거리 주차요금,작성일시 : 2021/07/13,답변완료
,,,,(처리중)
24754,환경ㆍ청소,소음,작성일시 : 2021/07/13,답변완료
,,,,(처리중)
24749,환경ㆍ청소,음식물 분리수거통 파손하는 직원 책임요망,작성일시 : 2021/07/12,답변완료
,,,,(처리완료)
24741,환경ㆍ청소,쓰레기처리 민원 (1),작성일시 : 2021/07/12,답변완료
,,,,(처리완료)
24736,건설ㆍ교통,민간주차장 민원처리 불친절,작성일시 : 2021/07/12,답변완료
,,,,(처리중)
24733,도시ㆍ건축,종일 지속되는 소음,작성일시 : 2021/07/12,답변완료
,,,,(처리완료)
24728,환경ㆍ청소,마트소음,작성일시 : 2021/07/11,답변완료
,,,,(처리완료)
24727,공원ㆍ체육,체육공원 내 마스크 미착용 문제,작성일시 : 2021/07/11,답변완료
,,,,(처리완료)
24726,보건ㆍ복지,"충장로 골목 흡연,쓰레기불법 투기 (1)",작성일시 : 2021/07/11,답변완료
,,,,(처리중)
24725,환경ㆍ청소,차도에 있는 로드킬 사체처리 요청,작성일시 : 2021/07/11,답변완료
,,,,(처리완료)
24724,건설ㆍ교통,횡단보도 설치 부탁드립니다 (2),작성일시 : 2021/07/10,답변완료
,,,,(처리완료)
24723,공원ㆍ체육,푸른길 자전거 보관대 관리 (1),작성일시 : 2021/07/10,답변완료
,,,,(처리완료)
24722,기타,남의 땅을 자꾸 건드려고 합니다,작성일시 : 2021/07/10,답변완료
,,,,(처리완료)
24721,건설ㆍ교통,산수시장 입구 대각선 주차 (1),작성일시 : 2021/07/10,답변완료
,,,,(처리중)
24720,건설ㆍ교통,현황도로 단독점유 / 차도 불법점유 (1),작성일시 : 2021/07/10,답변완료
,,,,(처리완료)
24719,기타,지적과는 핑계 대기 바쁘네요 (1),작성일시 : 2021/07/10,답변완료
,,,,(처리완료)
24718,기타,보란등 점멸 조치,작성일시 : 2021/07/10,답변완료
,,,,(처리완료)
24717,건설ㆍ교통,불법 주정차 단속 바랍니다,작성일시 : 2021/07/09,답변완료
,,,,(처리완료)
24715,환경ㆍ청소,체육관입구앞에 벤치,작성일시 : 2021/07/09,답변완료
,,,,(처리완료)
24690,문화ㆍ경제,현재 공모중인 사업을 엄정 지휘하여 주시길 바랍니다,작성일시 : 2021/07/09,답변완료
,,,,(처리중)
24689,건설ㆍ교통,불법주정차 단속부탁드립니다.,작성일시 : 2021/07/08,답변완료
,,,,(처리완료)
24688,건설ㆍ교통,충장로 명동약국 모퉁이 화분 및 간판 설치,작성일시 : 2021/07/08,답변완료
,,,,(처리중)
24683,환경ㆍ청소,너릿재 유아숲놀이터 관리,작성일시 : 2021/07/08,답변완료
,,,,(처리중)
24678,도시ㆍ건축,걸어가다가 다리 골절 당했습니다,작성일시 : 2021/07/08,답변완료
,,,,(처리완료)
24672,도시ㆍ건축,선거관리위원회 파해에 따른 조치요청,작성일시 : 2021/07/08,답변완료
,,,,(처리완료)
24670,공원ㆍ체육,무등산 산책로 난리났네 난리났어,작성일시 : 2021/07/08,답변완료
,,,,(처리중)
24668,도시ㆍ건축,산 157-1산사태 비가 내리면 천막 위로 흘러가야 할 빗물이 천막 밑으로 (1),작성일시 : 2021/07/08,답변완료
,,,,(처리중)
24667,건설ㆍ교통,학동 붕괴비리사건 규명,작성일시 : 2021/07/08,답변완료
,,,,(처리중)
24664,환경ㆍ청소,소음,작성일시 : 2021/07/08,답변완료
,,,,(처리중)
24663,기타,꼬리에 꼬리를 무는 그날 이야기,작성일시 : 2021/07/08,
24662,환경ㆍ청소,불법으로 남의 집 담장에 쓰레기폐기하는분 신고합니다 .반드시 척결해주세요,작성일시 : 2021/07/07,답변완료
,,,,(처리완료)
24657,도시ㆍ건축,토사,작성일시 : 2021/07/07,답변완료
,,,,(처리중)
24652,건설ㆍ교통,주차거울 설치,작성일시 : 2021/07/07,답변완료
,,,,(처리완료)
24650,도시ㆍ건축,동명동 154-45번지입니다 우리집에 무단건축물이 어디있습니까?,작성일시 : 2021/07/07,답변완료
,,,,(처리완료)
24645,도시ㆍ건축,건축허가를 받고 산을 깍은 후 방치된 산에서 비만 오면 흙탕물이 도로변으로,작성일시 : 2021/07/07,답변완료
,,,,(처리중)
24637,도시ㆍ건축,심각하게 위험하네요,작성일시 : 2021/07/07,답변완료
,,,,(처리완료)
24635,문화ㆍ경제,일자리공유카페 타지역일자리를 광주광역시와 타지역으로 구분 게시 부탁드립니다,작성일시 : 2021/07/07,답변완료
,,,,(처리완료)
24632,도시ㆍ건축,이 건물 위법 건물 아닌가요?,작성일시 : 2021/07/06,답변완료
,,,,(처리완료)
24631,기타,법무감사관에 요청 드립니다 (1),작성일시 : 2021/07/06,답변완료
,,,,(처리완료)
24624,건설ㆍ교통,주민에게 불편을끼치는 물건적재 (1),작성일시 : 2021/07/06,답변완료
,,,,(처리중)
24621,도시ㆍ건축,불법건축물 신고합니다,작성일시 : 2021/07/06,답변완료
,,,,(처리완료)
24617,문화ㆍ경제,문화전당 야간경관사업 공정하게 진행해주세요.,작성일시 : 2021/07/06,답변완료
,,,,(처리중)
24614,기타,지적과는 왜 있는 건가요?,작성일시 : 2021/07/06,답변완료
,,,,(처리완료)
24613,건설ㆍ교통,금남로5가역 출구 물벼락 (1),작성일시 : 2021/07/06,답변완료
,,,,(처리중)
24605,도시ㆍ건축,위험합니다,작성일시 : 2021/07/06,답변완료
,,,,(처리완료)
24603,도시ㆍ건축,광신프로그레스 조경준공 허가해서는 안됩니다,작성일시 : 2021/07/06,답변완료
,,,,(처리중)
24598,기타,아시나요? (1),작성일시 : 2021/07/06,답변완료
,,,,(처리중)
24597,도시ㆍ건축,건물주가 폐기물을 방치하고 있습니다,작성일시 : 2021/07/05,답변완료
,,,,(처리완료)
24596,건설ㆍ교통,일방로 주차문제,작성일시 : 2021/07/05,답변완료
,,,,(처리완료)
24595,환경ㆍ청소,길고양이 배설물로 인한 피해 신고,작성일시 : 2021/07/05,답변완료
,,,,(처리중)
24594,환경ㆍ청소,가로등 (1),작성일시 : 2021/07/05,답변완료
,,,,(처리완료)
24592,보건ㆍ복지,거꾸로 가는 정책_동구 문화센터 다자녀 할인혜택 폐지라니 (1),작성일시 : 2021/07/05,답변완료
,,,,(처리완료)
24591,건설ㆍ교통,광주광역시 동구 충장로 102-11 명동약국,작성일시 : 2021/07/05,답변완료
,,,,(처리중)
24585,환경ㆍ청소,계림동 길고양이 똥,작성일시 : 2021/07/05,답변완료
,,,,(처리완료)
24583,도시ㆍ건축,에어컨 실외기 단속이 왜 안되나요!!!,작성일시 : 2021/07/05,답변완료
,,,,(처리완료)
24579,건설ㆍ교통,(대로)도로 노면 불량--위험합니다. (2),작성일시 : 2021/07/05,답변완료
,,,,(처리중)
24577,환경ㆍ청소,길고양이 때문에 살수가 없네요.,작성일시 : 2021/07/05,답변완료
,,,,(처리완료)
24575,건설ㆍ교통,의재로 33번길 소방도로 불법주차 금지 및 거주자 우선 주차표시,작성일시 : 2021/07/05,답변완료
,,,,(처리중)
24574,도시ㆍ건축,"백서로 보행자 불편, 개선요청 (1)",작성일시 : 2021/07/04,답변완료
,,,,(처리중)
24573,환경ㆍ청소,나뭇잎이 떨어져서 주변이 더러워지고 있어요 (1),작성일시 : 2021/07/04,답변완료
,,,,(처리완료)
24572,기타,지적재조사 민원 6,작성일시 : 2021/07/04,답변완료
,,,,(중장기시행)
24571,건설ㆍ교통,"휠 및 타이어 손상에 대한 수리비용(1,129,370원) 입금 요청",작성일시 : 2021/07/04,답변완료
,,,,(처리완료)
24570,건설ㆍ교통,푸른길분수공원 노점단속 부탁드립니다.,작성일시 : 2021/07/03,답변완료
,,,,(처리중)
24566,보건ㆍ복지,계림동 복합행정복지센터건립해주세요,작성일시 : 2021/07/03,답변완료
,,,,(처리완료)
24565,기타,남광주주차장은 누구을 위한????,작성일시 : 2021/07/03,답변완료
,,,,(처리중)
24564,기타,남광주시장 광장주차장은 누구을 위한 주차장~~~,작성일시 : 2021/07/03,답변완료
,,,,(처리중)
24563,건설ㆍ교통,법원앞 택시 승강장 표지판 정비 (2),작성일시 : 2021/07/03,답변완료
,,,,(처리중)
24562,건설ㆍ교통,공사차량 자주 지나다녀서 도로 금이가서 도로포장요청,작성일시 : 2021/07/03,답변완료
,,,,(처리완료)
24561,공원ㆍ체육,다목적체육관 시설 보강 요,작성일시 : 2021/07/02,답변완료
,,,,(처리완료)
24560,기타,지적과는 정신 차리세요,작성일시 : 2021/07/02,답변완료
,,,,(처리완료)
24553,도시ㆍ건축,"옆에 대형건설현장 때문에 건물에 균열이 가고, 유리창도 깨지고 너무 무섭습니다. 현장확인 후 조치바랍니다.",작성일시 : 2021/07/02,답변완료
,,,,(중장기시행)
24551,건설ㆍ교통,학동4구역 붕괴사고 (1),작성일시 : 2021/07/02,답변완료
,,,,(처리완료)
24550,도시ㆍ건축,학동4구역 사고 (1),작성일시 : 2021/07/02,답변완료
,,,,(처리중)
24549,도시ㆍ건축,학동 공공편의시설 부족 (1),작성일시 : 2021/07/02,답변완료
,,,,(처리중)
24546,공원ㆍ체육,푸른길공원산책로 관련 불편사항입니다,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24545,건설ㆍ교통,몇번 민원넣었다가 그간 바빠서 잊고 있다가 다시금 민원넣습니다 (1),작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24544,미담사례,기획예산실 신은희 주임님을 칭찬합니다. (3),작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24543,공원ㆍ체육,풀벅,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24542,도시ㆍ건축,표시판 보수 철거요청,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24541,도시ㆍ건축,불법건축물신고합니다.,작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24537,도시ㆍ건축,관리주체 문서 공개 업무처리 부당,작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24535,기타,편의점 내 음주 신고,작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24534,기타,지적재조사 민원 5,작성일시 : 2021/07/01,답변완료
,,,,(중장기시행)
24533,도시ㆍ건축,불법건축물신고합니다.,작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24531,환경ㆍ청소,건축폐기물 방치 신고합니다.,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24521,도시ㆍ건축,현승님,작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24520,도시ㆍ건축,산수동한국건설 나무벌목,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24518,도시ㆍ건축,학동붕괴사고,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24516,건설ㆍ교통,도로반사경 설치 왜 안해주시나요,작성일시 : 2021/07/01,답변완료
,,,,(처리완료)
24514,기타,버려진 포크레인 신고합니다.,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24510,건설ㆍ교통,푸른길 두산위브 2차아파트 앞 도로 침하문제 해결바랍니다.,작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24509,기타,위생과 직원 민원인과 스피커폰 통화 (6),작성일시 : 2021/07/01,답변완료
,,,,(처리중)
24508,기타,현장 오신다니까 하는 말인데,작성일시 : 2021/06/30,답변완료
,,,,(중장기시행)
24506,환경ㆍ청소,길거리 흡연구역,작성일시 : 2021/06/30,답변완료
,,,,(처리완료)
24489,도시ㆍ건축,학동 붕괴. 사고,작성일시 : 2021/06/30,답변완료
,,,,(처리중)
24488,건설ㆍ교통,불법주정차,작성일시 : 2021/06/30,답변완료
,,,,(처리완료)
24480,건설ㆍ교통,공영주차장 카드결제,작성일시 : 2021/06/30,답변완료
,,,,(처리중)
24479,환경ㆍ청소,답변부탁드려요~~ (1),작성일시 : 2021/06/30,답변완료
,,,,(처리완료)
24476,건설ㆍ교통,통행불편 (1),작성일시 : 2021/06/30,답변완료
,,,,(처리중)
24474,도시ㆍ건축,광신건설 측의 발전기 사용으로 인한 소음 및 냄새,작성일시 : 2021/06/30,답변완료
,,,,(처리중)
24470,환경ㆍ청소,도로청소,작성일시 : 2021/06/30,답변완료
,,,,(처리완료)
24469,기타,지하철 공사-먼지가림막과 방음부스 설치 부탁 (1),작성일시 : 2021/06/29,답변완료
